,Date,Close,High,Low,Open,Volume,Year,Month,Volatility,Volume_log,Standardised_Volume,Prev_close,Prev_volatility,Daily_return_percent,MA_7,MA_50,High_Volatility
0,2015-01-02,30.662113189697266,30.851297220217685,30.41472060986431,30.74942740150044,9921100,2015,January,0.4365766103533737,16.11017446100558,-0.6828534359324652,0.0,0.0,-0.2839539438022659,31.07062339782715,30.668404121398925,0
1,2015-01-05,30.662113189697266,31.266043195868704,30.61845747163005,31.062306334102963,26292600,2015,January,0.6475857242386525,17.084798126768582,1.9842417329149462,30.662113189697266,0.4365766103533737,-1.2883561835404675,31.07062339782715,30.668404121398925,0
2,2015-01-06,30.894954681396484,31.24421432398337,30.734879080003893,30.858573989064936,16897500,2015,January,0.5093352439794785,16.642676299136998,0.4536778981509774,30.662113189697266,0.6475857242386525,0.11789492393407365,31.07062339782715,30.668404121398925,0
3,2015-01-07,31.28060531616211,31.367919553894005,30.982279126214348,31.142354766111232,13412300,2015,January,0.38564042767965745,16.411682828905153,-0.1140990363062805,30.894954681396484,0.5093352439794785,0.4439309457784476,31.07062339782715,30.668404121398925,0
4,2015-01-08,31.658950805664062,31.70260928873857,31.36062477715843,31.41883608792444,21743600,2015,January,0.3419845115801401,16.894830065315077,1.2431602240069737,31.28060531616211,0.38564042767965745,0.7642381056627002,31.07062339782715,30.668404121398925,0
5,2015-01-09,31.3096981048584,31.695341183722075,31.251489557050036,31.62985483264475,12733500,2015,January,0.44385162667203915,16.35974695236127,-0.22468292908419474,31.658950805664062,0.3419845115801401,-1.0121979044175744,31.07062339782715,30.668404121398925,0
6,2015-01-12,31.025928497314453,31.43339948265276,30.894955779729603,31.338807458692813,11415800,2015,January,0.538443702923157,16.250509006312033,-0.4393505712666602,31.3096981048584,0.44385162667203915,-0.9983754544290186,31.07062339782715,30.668404121398925,0
7,2015-01-13,31.018659591674805,31.462511358250552,30.887686848237056,31.164185170568917,12529500,2015,January,0.5748245100134959,16.34359650165785,-0.2579167448277046,31.025928497314453,0.538443702923157,-0.46696417088275083,31.121558598109655,30.668404121398925,0
8,2015-01-14,30.967721939086914,30.99682483046165,30.61118445697188,30.61846226156745,13447600,2015,January,0.3856403734897711,16.414311283791047,-0.10834828289576139,31.018659591674805,0.5748245100134959,1.1406832731696535,31.165216990879603,30.668404121398925,0
9,2015-01-15,30.83673858642578,31.185998143587092,30.683935274937276,31.16417028866083,11193100,2015,January,0.5020628686498156,16.23080816432752,-0.47563082011999186,30.967721939086914,0.3856403734897711,-1.0506671578360178,31.15690040588379,30.668404121398925,0
10,2015-01-16,30.945892333984375,30.98955083600763,30.734883180045163,30.822197408422397,15114900,2015,January,0.2546676559624679,16.531191636389263,0.16327299646283674,30.83673858642578,0.5020628686498156,0.4013176735029837,31.109084265572683,30.668404121398925,0
11,2015-01-20,31.4042911529541,31.52798883158631,31.004098005696996,31.06958435893316,17047300,2015,January,0.523890825889314,16.651502450042937,0.47808194520184893,30.945892333984375,0.2546676559624679,1.0772812090249506,31.072704315185547,30.668404121398925,0
12,2015-01-21,31.54982566833496,31.60075920471534,31.11324893064225,31.20784097349277,10720600,2015,January,0.48751027407309167,16.18767777546827,-0.5526062021729743,31.4042911529541,0.523890825889314,1.095829394710974,31.107008252825057,30.668404121398925,0
13,2015-01-22,31.855422973632812,31.891806445723514,31.338809867707734,31.557096821905873,14709100,2015,January,0.5529965780157795,16.503976975822198,0.09716376887109013,31.54982566833496,0.48751027407309167,0.9453536027428602,31.225507463727677,30.668404121398925,0
14,2015-01-23,31.5134334564209,31.833587393249474,31.418841448122336,31.72444255477663,12357700,2015,January,0.41474594512713736,16.329789989456824,-0.2859048308313075,31.855422973632812,0.5529965780157795,-0.6651309884843366,31.29618944440569,30.668404121398925,0
